"No.","Time","Source","Destination","Protocol","Length","Info"
"3089","12.618011944","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3090","12.626778762","206.247.99.130","192.168.129.132","DTLSv1.2","611","Application Data"
"3091","12.626778975","206.247.99.130","192.168.129.132","DTLSv1.2","99","Application Data"
"3092","12.632463466","192.168.129.132","206.247.99.130","UDP","209","41445  >  8803 Len=167"
"3093","12.632860976","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3094","12.637124765","192.168.129.132","206.247.99.130","UDP","201","41445  >  8803 Len=159"
"3095","12.637250075","206.247.99.130","192.168.129.132","DTLSv1.2","923","Application Data"
"3096","12.645281921","206.247.99.130","192.168.129.132","DTLSv1.2","615","Application Data"
"3097","12.646581284","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3098","12.653912696","206.247.99.130","192.168.129.132","DTLSv1.2","615","Application Data"
"3099","12.660869832","206.247.99.130","192.168.129.132","UDP","105","8803  >  60413 Len=63"
"3100","12.663954687","206.247.99.130","192.168.129.132","DTLSv1.2","611","Application Data"
"3101","12.665169794","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3102","12.669541859","192.168.129.132","206.247.99.130","UDP","193","41445  >  8803 Len=151"
"3103","12.674448508","206.247.99.130","192.168.129.132","DTLSv1.2","611","Application Data"
"3104","12.684730576","206.247.99.130","192.168.129.132","DTLSv1.2","611","Application Data"
"3105","12.685033948","192.168.129.132","206.247.99.130","UDP","207","41445  >  8803 Len=165"
"3106","12.686787865","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3107","12.687290489","192.168.129.132","206.247.99.130","UDP","213","41445  >  8803 Len=171"
"3108","12.695535026","206.247.99.130","192.168.129.132","DTLSv1.2","643","Application Data"
"3109","12.697038624","192.168.129.132","206.247.99.130","UDP","205","41445  >  8803 Len=163"
"3110","12.699238305","192.168.129.132","206.247.99.130","UDP","80","60413  >  8803 Len=38"
"3111","12.705001331","206.247.99.130","192.168.129.132","DTLSv1.2","643","Application Data"
"3112","12.705001531","206.247.99.130","192.168.129.132","DTLSv1.2","643","Application Data"
"3113","12.705885152","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3114","12.708330718","206.247.99.130","192.168.129.132","UDP","108","8803  >  41445 Len=66"
"3115","12.726846066","206.247.99.130","192.168.129.132","DTLSv1.2","1295","Application Data"
"3116","12.733024763","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3117","12.738780005","192.168.129.132","206.247.99.130","UDP","197","41445  >  8803 Len=155"
"3118","12.745660278","206.247.99.130","192.168.129.132","DTLSv1.2","647","Application Data"
"3119","12.745660682","206.247.99.130","192.168.129.132","DTLSv1.2","647","Application Data"
"3120","12.745660838","206.247.99.130","192.168.129.132","DTLSv1.2","647","Application Data"
"3121","12.746915973","192.168.129.132","206.247.99.130","DTLSv1.2","103","Application Data"
"3122","12.750739155","192.168.129.132","206.247.99.130","UDP","193","41445  >  8803 Len=151"
"3123","12.768564721","206.247.99.130","192.168.129.132","DTLSv1.2","647","Application Data"
"3124","12.768565070","206.247.99.130","192.168.129.132","DTLSv1.2","679","Application Data"
"3125","12.769448396","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3126","12.774159373","206.247.99.130","192.168.129.132","UDP","90","8803  >  60413 Len=48"
"3127","12.788935918","192.168.129.132","206.247.99.130","UDP","179","41445  >  8803 Len=137"
"3128","12.789817856","192.168.129.132","206.247.99.130","UDP","180","41445  >  8803 Len=138"
"3129","12.789909302","206.247.99.130","192.168.129.132","DTLSv1.2","771","Application Data"
"3130","12.789909940","206.247.99.130","192.168.129.132","DTLSv1.2","679","Application Data"
"3131","12.791053808","192.168.129.132","206.247.99.130","DTLSv1.2","103","Application Data"
"3132","12.796904526","192.168.129.132","206.247.99.130","DTLSv1.2","187","Application Data"
"3133","12.802547121","192.168.129.132","206.247.99.130","UDP","179","41445  >  8803 Len=137"
"3134","12.808178324","206.247.99.130","192.168.129.132","DTLSv1.2","771","Application Data"
"3135","12.822690027","206.247.99.130","192.168.129.132","DTLSv1.2","803","Application Data"
"3136","12.823183842","192.168.129.132","206.247.99.130","TLSv1.2","105","Application Data"
"3137","12.823689565","206.247.99.130","192.168.129.132","TCP","60","443  >  52198 [ACK] Seq=2561 Ack=4460 Win=64240 Len=0"
"3138","12.826874331","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3139","12.827174475","192.168.129.132","206.247.99.130","UDP","80","60413  >  8803 Len=38"
"3140","12.831231978","206.247.99.130","192.168.129.132","DTLSv1.2","655","Application Data"
"3141","12.837869435","206.247.99.130","192.168.129.132","DTLSv1.2","655","Application Data"
"3142","12.837869828","206.247.99.130","192.168.129.132","DTLSv1.2","655","Application Data"
"3143","12.839038348","192.168.129.132","206.247.99.130","DTLSv1.2","103","Application Data"
"3144","12.843273104","192.168.129.132","206.247.99.130","UDP","179","41445  >  8803 Len=137"
"3145","12.847975359","206.247.99.130","192.168.129.132","DTLSv1.2","655","Application Data"
"3146","12.849247085","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3147","12.857012196","192.168.129.132","206.247.99.130","UDP","174","41445  >  8803 Len=132"
"3148","12.861070723","206.247.99.130","192.168.129.132","DTLSv1.2","687","Application Data"
"3149","12.866100196","206.247.99.130","192.168.129.132","UDP","86","8803  >  60413 Len=44"
"3150","12.871599829","206.247.99.130","192.168.129.132","DTLSv1.2","687","Application Data"
"3151","12.871836901","192.168.129.132","206.247.99.130","UDP","174","41445  >  8803 Len=132"
"3152","12.872228508","192.168.129.132","206.247.99.130","UDP","160","41445  >  8803 Len=118"
"3153","12.872873589","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3154","12.886767171","192.168.129.132","206.247.99.130","UDP","80","60413  >  8803 Len=38"
"3155","12.887322524","206.247.99.130","192.168.129.132","TLSv1.2","101","Application Data"
"3156","12.887369814","192.168.129.132","206.247.99.130","TCP","54","36606  >  443 [ACK] Seq=232 Ack=542 Win=59927 Len=0"
"3157","12.887525585","192.168.129.132","206.247.99.130","UDP","88","60413  >  8803 Len=46"
"3158","12.887786905","192.168.129.132","206.247.99.130","TLSv1.2","105","Application Data"
"3159","12.888194941","206.247.99.130","192.168.129.132","DTLSv1.2","799","Application Data"
"3160","12.888195245","206.247.99.130","192.168.129.132","TCP","60","443  >  36606 [ACK] Seq=542 Ack=283 Win=64240 Len=0"
"3161","12.903528581","206.247.99.130","192.168.129.132","DTLSv1.2","795","Application Data"
"3162","12.904235888","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3163","12.911481265","192.168.129.132","206.247.99.130","UDP","163","41445  >  8803 Len=121"
"3164","12.912845992","206.247.99.130","192.168.129.132","DTLSv1.2","827","Application Data"
"3165","12.919952937","206.247.99.130","192.168.129.132","DTLSv1.2","583","Application Data"
"3166","12.922764511","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3167","12.927280843","192.168.129.132","206.247.99.130","UDP","163","41445  >  8803 Len=121"
"3168","12.930126317","206.247.99.130","192.168.129.132","DTLSv1.2","583","Application Data"
"3169","12.930126511","206.247.99.130","192.168.129.132","DTLSv1.2","583","Application Data"
"3170","12.932460931","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3171","12.936132414","206.247.99.130","192.168.129.132","TLSv1.2","250","Application Data"
"3172","12.936132728","206.247.99.130","192.168.129.132","DTLSv1.2","103","Application Data"
"3173","12.939219740","192.168.129.132","206.247.99.130","DTLSv1.2","103","Application Data"
"3174","12.942005735","206.247.99.130","192.168.129.132","DTLSv1.2","583","Application Data"
"3175","12.944519914","206.247.99.130","192.168.129.132","DTLSv1.2","99","Application Data"
"3176","12.946429995","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3177","12.947546916","192.168.129.132","206.247.99.130","TLSv1.2","110","Application Data"
