"No.","Time","Source","Destination","Protocol","Length","Info"
"196","2.590544407","192.168.129.132","142.250.75.164","TLSv1.2","93","Application Data"
"197","2.591128724","142.250.75.164","192.168.129.132","TCP","60","443  >  47996 [ACK] Seq=782 Ack=708 Win=64240 Len=0"
"198","3.047749120","192.168.129.132","142.250.75.37","TCP","4434","45462  >  443 [PSH, ACK] Seq=24396 Ack=8912 Win=65535 Len=4380 [TCP PDU reassembled in 199]"
"199","3.047946201","192.168.129.132","142.250.75.37","TLSv1.2","341","Application Data"
"200","3.048351586","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=8912 Ack=25856 Win=64240 Len=0"
"201","3.048352083","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=8912 Ack=27316 Win=64240 Len=0"
"202","3.048768205","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=8912 Ack=28776 Win=64240 Len=0"
"203","3.048768615","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=8912 Ack=29063 Win=64240 Len=0"
"204","3.048785866","192.168.129.132","142.250.75.37","TLSv1.2","291","Application Data"
"205","3.049048805","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=8912 Ack=29300 Win=64240 Len=0"
"206","3.084751006","192.168.129.132","142.250.75.37","TCP","4434","45462  >  443 [PSH, ACK] Seq=29300 Ack=8912 Win=65535 Len=4380 [TCP PDU reassembled in 207]"
"207","3.085081109","192.168.129.132","142.250.75.37","TLSv1.2","309","Application Data"
"208","3.085540014","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=8912 Ack=30760 Win=64240 Len=0"
"209","3.085540339","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=8912 Ack=32220 Win=64240 Len=0"
"210","3.085540393","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=8912 Ack=33680 Win=64240 Len=0"
"211","3.085540437","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=8912 Ack=33935 Win=64240 Len=0"
